Employee_ID,Store_ID,Employee_Name,Department,Salary,Joining_Date
EMP0043,STR043,Employee 43,Warehouse,30000,2023-01-01
EMP0044,STR044,Employee 44,HR,30000,2023-01-01
EMP0045,STR045,Employee 45,Finance,30000,2023-01-01
EMP0046,STR046,Employee 46,IT,30000,2023-01-01
EMP0047,STR047,Employee 47,Operations,30000,2023-01-01
EMP0048,STR048,Employee 48,Sales,30000,2023-01-01
EMP0049,STR049,Employee 49,Warehouse,30000,2023-01-01
EMP0050,STR050,Employee 50,HR,30000,2023-01-01
EMP0051,STR001,Employee 51,Finance,30000,2023-01-01
EMP0052,STR002,Employee 52,IT,30000,2023-01-01
EMP0053,STR003,Employee 53,Operations,30000,2023-01-01
EMP0054,STR004,Employee 54,Sales,30000,2023-01-01
EMP0055,STR005,Employee 55,Warehouse,30000,2023-01-01
EMP0056,STR006,Employee 56,HR,30000,2023-01-01
EMP0057,STR007,Employee 57,Finance,30000,2023-01-01
EMP0058,STR008,Employee 58,IT,30000,2023-01-01
EMP0059,STR009,Employee 59,Operations,30000,2023-01-01
EMP0060,STR010,Employee 60,Sales,30000,2023-01-01
EMP0061,STR011,Employee 61,Warehouse,30000,2023-01-01
EMP0062,STR012,Employee 62,HR,30000,2023-01-01
EMP0063,STR013,Employee 63,Finance,30000,2023-01-01
EMP0064,STR014,Employee 64,IT,30000,2023-01-01
EMP0065,STR015,Employee 65,Operations,30000,2023-01-01
EMP0066,STR016,Employee 66,Sales,30000,2023-01-01
EMP0067,STR017,Employee 67,Warehouse,30000,2023-01-01
EMP0068,STR018,Employee 68,HR,30000,2023-01-01
EMP0069,STR019,Employee 69,Finance,30000,2023-01-01
EMP0070,STR020,Employee 70,IT,30000,2023-01-01
EMP0071,STR021,Employee 71,Operations,30000,2023-01-01
EMP0072,STR022,Employee 72,Sales,30000,2023-01-01
EMP0073,STR023,Employee 73,Warehouse,30000,2023-01-01
EMP0074,STR024,Employee 74,HR,30000,2023-01-01
EMP0075,STR025,Employee 75,Finance,30000,2023-01-01
EMP0076,STR026,Employee 76,IT,30000,2023-01-01
EMP0077,STR027,Employee 77,Operations,30000,2023-01-01
EMP0078,STR028,Employee 78,Sales,30000,2023-01-01
EMP0079,STR029,Employee 79,Warehouse,30000,2023-01-01
EMP0080,STR030,Employee 80,HR,30000,2023-01-01
EMP0081,STR031,Employee 81,Finance,30000,2023-01-01
EMP0082,STR032,Employee 82,IT,30000,2023-01-01
EMP0083,STR033,Employee 83,Operations,30000,2023-01-01
EMP0084,STR034,Employee 84,Sales,30000,2023-01-01
EMP0085,STR035,Employee 85,Warehouse,30000,2023-01-01
EMP0086,STR036,Employee 86,HR,30000,2023-01-01
EMP0087,STR037,Employee 87,Finance,30000,2023-01-01
EMP0088,STR038,Employee 88,IT,30000,2023-01-01
EMP0089,STR039,Employee 89,Operations,30000,2023-01-01
EMP0090,STR040,Employee 90,Sales,30000,2023-01-01
EMP0091,STR041,Employee 91,Warehouse,30000,2023-01-01
EMP0092,STR042,Employee 92,HR,30000,2023-01-01
EMP0093,STR043,Employee 93,Finance,30000,2023-01-01
EMP0094,STR044,Employee 94,IT,30000,2023-01-01
EMP0095,STR045,Employee 95,Operations,30000,2023-01-01
EMP0096,STR046,Employee 96,Sales,30000,2023-01-01
EMP0097,STR047,Employee 97,Warehouse,30000,2023-01-01
EMP0098,STR048,Employee 98,HR,30000,2023-01-01
EMP0099,STR049,Employee 99,Finance,30000,2023-01-01
EMP0100,STR050,Employee 100,IT,30000,2023-01-01
EMP0101,STR001,Employee 101,Operations,30000,2023-01-01
EMP0102,STR002,Employee 102,Sales,30000,2023-01-01
EMP0103,STR003,Employee 103,Warehouse,30000,2023-01-01
EMP0104,STR004,Employee 104,HR,30000,2023-01-01
EMP0105,STR005,Employee 105,Finance,30000,2023-01-01
EMP0106,STR006,Employee 106,IT,30000,2023-01-01
EMP0107,STR007,Employee 107,Operations,30000,2023-01-01
EMP0108,STR008,Employee 108,Sales,30000,2023-01-01
EMP0109,STR009,Employee 109,Warehouse,30000,2023-01-01
EMP0110,STR010,Employee 110,HR,30000,2023-01-01
EMP0111,STR011,Employee 111,Finance,30000,2023-01-01
EMP0112,STR012,Employee 112,IT,30000,2023-01-01
EMP0113,STR013,Employee 113,Operations,30000,2023-01-01
EMP0114,STR014,Employee 114,Sales,30000,2023-01-01
EMP0115,STR015,Employee 115,Warehouse,30000,2023-01-01
EMP0116,STR016,Employee 116,HR,30000,2023-01-01
EMP0117,STR017,Employee 117,Finance,30000,2023-01-01
EMP0118,STR018,Employee 118,IT,30000,2023-01-01
EMP0119,STR019,Employee 119,Operations,30000,2023-01-01
EMP0120,STR020,Employee 120,Sales,30000,2023-01-01
EMP0121,STR021,Employee 121,Warehouse,30000,2023-01-01
EMP0122,STR022,Employee 122,HR,30000,2023-01-01
EMP0123,STR023,Employee 123,Finance,30000,2023-01-01
EMP0124,STR024,Employee 124,IT,30000,2023-01-01
EMP0125,STR025,Employee 125,Operations,30000,2023-01-01
EMP0126,STR026,Employee 126,Sales,30000,2023-01-01
EMP0127,STR027,Employee 127,Warehouse,30000,2023-01-01
EMP0128,STR028,Employee 128,HR,30000,2023-01-01
EMP0129,STR029,Employee 129,Finance,30000,2023-01-01
EMP0130,STR030,Employee 130,IT,30000,2023-01-01
EMP0131,STR031,Employee 131,Operations,30000,2023-01-01
EMP0132,STR032,Employee 132,Sales,30000,2023-01-01
EMP0133,STR033,Employee 133,Warehouse,30000,2023-01-01
EMP0134,STR034,Employee 134,HR,30000,2023-01-01
EMP0135,STR035,Employee 135,Finance,30000,2023-01-01
EMP0136,STR036,Employee 136,IT,30000,2023-01-01
EMP0137,STR037,Employee 137,Operations,30000,2023-01-01
EMP0138,STR038,Employee 138,Sales,30000,2023-01-01
EMP0139,STR039,Employee 139,Warehouse,30000,2023-01-01
EMP0140,STR040,Employee 140,HR,30000,2023-01-01
EMP0141,STR041,Employee 141,Finance,30000,2023-01-01
EMP0142,STR042,Employee 142,IT,30000,2023-01-01
EMP0143,STR043,Employee 143,Operations,30000,2023-01-01
EMP0144,STR044,Employee 144,Sales,30000,2023-01-01
EMP0145,STR045,Employee 145,Warehouse,30000,2023-01-01
EMP0146,STR046,Employee 146,HR,30000,2023-01-01
EMP0147,STR047,Employee 147,Finance,30000,2023-01-01
EMP0148,STR048,Employee 148,IT,30000,2023-01-01
EMP0149,STR049,Employee 149,Operations,30000,2023-01-01
EMP0150,STR050,Employee 150,Sales,30000,2023-01-01
EMP0151,STR001,Employee 151,Warehouse,30000,2023-01-01
EMP0152,STR002,Employee 152,HR,30000,2023-01-01
EMP0153,STR003,Employee 153,Finance,30000,2023-01-01
EMP0154,STR004,Employee 154,IT,30000,2023-01-01
EMP0155,STR005,Employee 155,Operations,30000,2023-01-01
EMP0156,STR006,Employee 156,Sales,30000,2023-01-01
EMP0157,STR007,Employee 157,Warehouse,30000,2023-01-01
EMP0158,STR008,Employee 158,HR,30000,2023-01-01
EMP0159,STR009,Employee 159,Finance,30000,2023-01-01
EMP0160,STR010,Employee 160,IT,30000,2023-01-01
EMP0161,STR011,Employee 161,Operations,30000,2023-01-01
EMP0162,STR012,Employee 162,Sales,30000,2023-01-01
EMP0163,STR013,Employee 163,Warehouse,30000,2023-01-01
EMP0164,STR014,Employee 164,HR,30000,2023-01-01
EMP0165,STR015,Employee 165,Finance,30000,2023-01-01
EMP0166,STR016,Employee 166,IT,30000,2023-01-01
EMP0167,STR017,Employee 167,Operations,30000,2023-01-01
EMP0168,STR018,Employee 168,Sales,30000,2023-01-01
EMP0169,STR019,Employee 169,Warehouse,30000,2023-01-01
EMP0170,STR020,Employee 170,HR,30000,2023-01-01
EMP0171,STR021,Employee 171,Finance,30000,2023-01-01
EMP0172,STR022,Employee 172,IT,30000,2023-01-01
EMP0173,STR023,Employee 173,Operations,30000,2023-01-01
EMP0174,STR024,Employee 174,Sales,30000,2023-01-01
EMP0175,STR025,Employee 175,Warehouse,30000,2023-01-01
EMP0176,STR026,Employee 176,HR,30000,2023-01-01
EMP0177,STR027,Employee 177,Finance,30000,2023-01-01
EMP0178,STR028,Employee 178,IT,30000,2023-01-01
EMP0179,STR029,Employee 179,Operations,30000,2023-01-01
EMP0180,STR030,Employee 180,Sales,30000,2023-01-01
EMP0181,STR031,Employee 181,Warehouse,30000,2023-01-01
EMP0182,STR032,Employee 182,HR,30000,2023-01-01
EMP0183,STR033,Employee 183,Finance,30000,2023-01-01
EMP0184,STR034,Employee 184,IT,30000,2023-01-01
EMP0185,STR035,Employee 185,Operations,30000,2023-01-01
EMP0186,STR036,Employee 186,Sales,30000,2023-01-01
EMP0187,STR037,Employee 187,Warehouse,30000,2023-01-01
EMP0188,STR038,Employee 188,HR,30000,2023-01-01
EMP0189,STR039,Employee 189,Finance,30000,2023-01-01
EMP0190,STR040,Employee 190,IT,30000,2023-01-01
EMP0191,STR041,Employee 191,Operations,30000,2023-01-01
EMP0192,STR042,Employee 192,Sales,30000,2023-01-01
EMP0193,STR043,Employee 193,Warehouse,30000,2023-01-01
EMP0194,STR044,Employee 194,HR,30000,2023-01-01
EMP0195,STR045,Employee 195,Finance,30000,2023-01-01
EMP0196,STR046,Employee 196,IT,30000,2023-01-01
EMP0197,STR047,Employee 197,Operations,30000,2023-01-01
EMP0198,STR048,Employee 198,Sales,30000,2023-01-01
EMP0199,STR049,Employee 199,Warehouse,30000,2023-01-01
EMP0200,STR050,Employee 200,HR,30000,2023-01-01
EMP0201,STR001,Employee 201,Finance,30000,2023-01-01
EMP0202,STR002,Employee 202,IT,30000,2023-01-01
EMP0203,STR003,Employee 203,Operations,30000,2023-01-01
EMP0204,STR004,Employee 204,Sales,30000,2023-01-01
EMP0205,STR005,Employee 205,Warehouse,30000,2023-01-01
EMP0206,STR006,Employee 206,HR,30000,2023-01-01
EMP0207,STR007,Employee 207,Finance,30000,2023-01-01
EMP0208,STR008,Employee 208,IT,30000,2023-01-01
EMP0209,STR009,Employee 209,Operations,30000,2023-01-01
EMP0210,STR010,Employee 210,Sales,30000,2023-01-01
EMP0211,STR011,Employee 211,Warehouse,30000,2023-01-01
EMP0212,STR012,Employee 212,HR,30000,2023-01-01
EMP0213,STR013,Employee 213,Finance,30000,2023-01-01
EMP0214,STR014,Employee 214,IT,30000,2023-01-01
EMP0215,STR015,Employee 215,Operations,30000,2023-01-01
EMP0216,STR016,Employee 216,Sales,30000,2023-01-01
EMP0217,STR017,Employee 217,Warehouse,30000,2023-01-01
EMP0218,STR018,Employee 218,HR,30000,2023-01-01
EMP0219,STR019,Employee 219,Finance,30000,2023-01-01
EMP0220,STR020,Employee 220,IT,30000,2023-01-01
EMP0221,STR021,Employee 221,Operations,30000,2023-01-01
EMP0222,STR022,Employee 222,Sales,30000,2023-01-01
EMP0223,STR023,Employee 223,Warehouse,30000,2023-01-01
EMP0224,STR024,Employee 224,HR,30000,2023-01-01
EMP0225,STR025,Employee 225,Finance,30000,2023-01-01
EMP0226,STR026,Employee 226,IT,30000,2023-01-01
EMP0227,STR027,Employee 227,Operations,30000,2023-01-01
EMP0228,STR028,Employee 228,Sales,30000,2023-01-01
EMP0229,STR029,Employee 229,Warehouse,30000,2023-01-01
EMP0230,STR030,Employee 230,HR,30000,2023-01-01
EMP0231,STR031,Employee 231,Finance,30000,2023-01-01
EMP0232,STR032,Employee 232,IT,30000,2023-01-01
EMP0233,STR033,Employee 233,Operations,30000,2023-01-01
EMP0234,STR034,Employee 234,Sales,30000,2023-01-01
EMP0235,STR035,Employee 235,Warehouse,30000,2023-01-01
EMP0236,STR036,Employee 236,HR,30000,2023-01-01
EMP0237,STR037,Employee 237,Finance,30000,2023-01-01
EMP0238,STR038,Employee 238,IT,30000,2023-01-01
EMP0239,STR039,Employee 239,Operations,30000,2023-01-01
EMP0240,STR040,Employee 240,Sales,30000,2023-01-01
EMP0241,STR041,Employee 241,Warehouse,30000,2023-01-01
EMP0242,STR042,Employee 242,HR,30000,2023-01-01
EMP0243,STR043,Employee 243,Finance,30000,2023-01-01
EMP0244,STR044,Employee 244,IT,30000,2023-01-01
EMP0245,STR045,Employee 245,Operations,30000,2023-01-01
EMP0246,STR046,Employee 246,Sales,30000,2023-01-01
EMP0247,STR047,Employee 247,Warehouse,30000,2023-01-01
EMP0248,STR048,Employee 248,HR,30000,2023-01-01
EMP0249,STR049,Employee 249,Finance,30000,2023-01-01
EMP0250,STR050,Employee 250,IT,30000,2023-01-01
EMP0251,STR001,Employee 251,Operations,30000,2023-01-01
EMP0252,STR002,Employee 252,Sales,30000,2023-01-01
EMP0253,STR003,Employee 253,Warehouse,30000,2023-01-01
EMP0254,STR004,Employee 254,HR,30000,2023-01-01
EMP0255,STR005,Employee 255,Finance,30000,2023-01-01
EMP0256,STR006,Employee 256,IT,30000,2023-01-01
EMP0257,STR007,Employee 257,Operations,30000,2023-01-01
EMP0258,STR008,Employee 258,Sales,30000,2023-01-01
EMP0259,STR009,Employee 259,Warehouse,30000,2023-01-01
EMP0260,STR010,Employee 260,HR,30000,2023-01-01
EMP0261,STR011,Employee 261,Finance,30000,2023-01-01
EMP0262,STR012,Employee 262,IT,30000,2023-01-01
EMP0263,STR013,Employee 263,Operations,30000,2023-01-01
EMP0264,STR014,Employee 264,Sales,30000,2023-01-01
EMP0265,STR015,Employee 265,Warehouse,30000,2023-01-01
EMP0266,STR016,Employee 266,HR,30000,2023-01-01
EMP0267,STR017,Employee 267,Finance,30000,2023-01-01
EMP0268,STR018,Employee 268,IT,30000,2023-01-01
EMP0269,STR019,Employee 269,Operations,30000,2023-01-01
EMP0270,STR020,Employee 270,Sales,30000,2023-01-01
EMP0271,STR021,Employee 271,Warehouse,30000,2023-01-01
EMP0272,STR022,Employee 272,HR,30000,2023-01-01
EMP0273,STR023,Employee 273,Finance,30000,2023-01-01
EMP0274,STR024,Employee 274,IT,30000,2023-01-01
EMP0275,STR025,Employee 275,Operations,30000,2023-01-01
EMP0276,STR026,Employee 276,Sales,30000,2023-01-01
EMP0277,STR027,Employee 277,Warehouse,30000,2023-01-01
EMP0278,STR028,Employee 278,HR,30000,2023-01-01
EMP0279,STR029,Employee 279,Finance,30000,2023-01-01
EMP0280,STR030,Employee 280,IT,30000,2023-01-01
EMP0281,STR031,Employee 281,Operations,30000,2023-01-01
EMP0282,STR032,Employee 282,Sales,30000,2023-01-01
EMP0283,STR033,Employee 283,Warehouse,30000,2023-01-01
EMP0284,STR034,Employee 284,HR,30000,2023-01-01
EMP0285,STR035,Employee 285,Finance,30000,2023-01-01
EMP0286,STR036,Employee 286,IT,30000,2023-01-01
EMP0287,STR037,Employee 287,Operations,30000,2023-01-01
EMP0288,STR038,Employee 288,Sales,30000,2023-01-01
EMP0289,STR039,Employee 289,Warehouse,30000,2023-01-01
EMP0290,STR040,Employee 290,HR,30000,2023-01-01
EMP0291,STR041,Employee 291,Finance,30000,2023-01-01
EMP0292,STR042,Employee 292,IT,30000,2023-01-01
EMP0293,STR043,Employee 293,Operations,30000,2023-01-01
EMP0294,STR044,Employee 294,Sales,30000,2023-01-01
EMP0295,STR045,Employee 295,Warehouse,30000,2023-01-01
EMP0296,STR046,Employee 296,HR,30000,2023-01-01
EMP0297,STR047,Employee 297,Finance,30000,2023-01-01
EMP0298,STR048,Employee 298,IT,30000,2023-01-01
EMP0299,STR049,Employee 299,Operations,30000,2023-01-01
EMP0300,STR050,Employee 300,Sales,30000,2023-01-01
EMP0301,STR001,Employee 301,Warehouse,30000,2023-01-01
EMP0302,STR002,Employee 302,HR,30000,2023-01-01
EMP0303,STR003,Employee 303,Finance,30000,2023-01-01
EMP0304,STR004,Employee 304,IT,30000,2023-01-01
EMP0305,STR005,Employee 305,Operations,30000,2023-01-01
EMP0306,STR006,Employee 306,Sales,30000,2023-01-01
EMP0307,STR007,Employee 307,Warehouse,30000,2023-01-01
EMP0308,STR008,Employee 308,HR,30000,2023-01-01
EMP0309,STR009,Employee 309,Finance,30000,2023-01-01
EMP0310,STR010,Employee 310,IT,30000,2023-01-01
EMP0311,STR011,Employee 311,Operations,30000,2023-01-01
EMP0312,STR012,Employee 312,Sales,30000,2023-01-01
EMP0313,STR013,Employee 313,Warehouse,30000,2023-01-01
EMP0314,STR014,Employee 314,HR,30000,2023-01-01
EMP0315,STR015,Employee 315,Finance,30000,2023-01-01
EMP0316,STR016,Employee 316,IT,30000,2023-01-01
EMP0317,STR017,Employee 317,Operations,30000,2023-01-01
EMP0318,STR018,Employee 318,Sales,30000,2023-01-01
EMP0319,STR019,Employee 319,Warehouse,30000,2023-01-01
EMP0320,STR020,Employee 320,HR,30000,2023-01-01
EMP0321,STR021,Employee 321,Finance,30000,2023-01-01
EMP0322,STR022,Employee 322,IT,30000,2023-01-01
EMP0323,STR023,Employee 323,Operations,30000,2023-01-01
EMP0324,STR024,Employee 324,Sales,30000,2023-01-01
EMP0325,STR025,Employee 325,Warehouse,30000,2023-01-01
EMP0326,STR026,Employee 326,HR,30000,2023-01-01
EMP0327,STR027,Employee 327,Finance,30000,2023-01-01
EMP0328,STR028,Employee 328,IT,30000,2023-01-01
EMP0329,STR029,Employee 329,Operations,30000,2023-01-01
EMP0330,STR030,Employee 330,Sales,30000,2023-01-01
EMP0331,STR031,Employee 331,Warehouse,30000,2023-01-01
EMP0332,STR032,Employee 332,HR,30000,2023-01-01
EMP0333,STR033,Employee 333,Finance,30000,2023-01-01
EMP0334,STR034,Employee 334,IT,30000,2023-01-01
EMP0335,STR035,Employee 335,Operations,30000,2023-01-01
EMP0336,STR036,Employee 336,Sales,30000,2023-01-01
EMP0337,STR037,Employee 337,Warehouse,30000,2023-01-01
EMP0338,STR038,Employee 338,HR,30000,2023-01-01
EMP0339,STR039,Employee 339,Finance,30000,2023-01-01
EMP0340,STR040,Employee 340,IT,30000,2023-01-01
EMP0341,STR041,Employee 341,Operations,30000,2023-01-01
EMP0342,STR042,Employee 342,Sales,30000,2023-01-01
EMP0343,STR043,Employee 343,Warehouse,30000,2023-01-01
EMP0344,STR044,Employee 344,HR,30000,2023-01-01
EMP0345,STR045,Employee 345,Finance,30000,2023-01-01
EMP0346,STR046,Employee 346,IT,30000,2023-01-01
EMP0347,STR047,Employee 347,Operations,30000,2023-01-01
EMP0348,STR048,Employee 348,Sales,30000,2023-01-01
EMP0349,STR049,Employee 349,Warehouse,30000,2023-01-01
EMP0350,STR050,Employee 350,HR,30000,2023-01-01
EMP0351,STR001,Employee 351,Finance,30000,2023-01-01
EMP0352,STR002,Employee 352,IT,30000,2023-01-01
EMP0353,STR003,Employee 353,Operations,30000,2023-01-01
EMP0354,STR004,Employee 354,Sales,30000,2023-01-01
EMP0355,STR005,Employee 355,Warehouse,30000,2023-01-01
EMP0356,STR006,Employee 356,HR,30000,2023-01-01
EMP0357,STR007,Employee 357,Finance,30000,2023-01-01
EMP0358,STR008,Employee 358,IT,30000,2023-01-01
EMP0359,STR009,Employee 359,Operations,30000,2023-01-01
EMP0360,STR010,Employee 360,Sales,30000,2023-01-01
EMP0361,STR011,Employee 361,Warehouse,30000,2023-01-01
EMP0362,STR012,Employee 362,HR,30000,2023-01-01
EMP0363,STR013,Employee 363,Finance,30000,2023-01-01
EMP0364,STR014,Employee 364,IT,30000,2023-01-01
EMP0365,STR015,Employee 365,Operations,30000,2023-01-01
EMP0366,STR016,Employee 366,Sales,30000,2023-01-01
EMP0367,STR017,Employee 367,Warehouse,30000,2023-01-01
EMP0368,STR018,Employee 368,HR,30000,2023-01-01
EMP0369,STR019,Employee 369,Finance,30000,2023-01-01
EMP0370,STR020,Employee 370,IT,30000,2023-01-01
EMP0371,STR021,Employee 371,Operations,30000,2023-01-01
EMP0372,STR022,Employee 372,Sales,30000,2023-01-01
EMP0373,STR023,Employee 373,Warehouse,30000,2023-01-01
EMP0374,STR024,Employee 374,HR,30000,2023-01-01
EMP0375,STR025,Employee 375,Finance,30000,2023-01-01
EMP0376,STR026,Employee 376,IT,30000,2023-01-01
EMP0377,STR027,Employee 377,Operations,30000,2023-01-01
EMP0378,STR028,Employee 378,Sales,30000,2023-01-01
EMP0379,STR029,Employee 379,Warehouse,30000,2023-01-01
EMP0380,STR030,Employee 380,HR,30000,2023-01-01
EMP0381,STR031,Employee 381,Finance,30000,2023-01-01
EMP0382,STR032,Employee 382,IT,30000,2023-01-01
EMP0383,STR033,Employee 383,Operations,30000,2023-01-01
EMP0384,STR034,Employee 384,Sales,30000,2023-01-01
EMP0385,STR035,Employee 385,Warehouse,30000,2023-01-01
EMP0386,STR036,Employee 386,HR,30000,2023-01-01
EMP0387,STR037,Employee 387,Finance,30000,2023-01-01
EMP0388,STR038,Employee 388,IT,30000,2023-01-01
EMP0389,STR039,Employee 389,Operations,30000,2023-01-01
EMP0390,STR040,Employee 390,Sales,30000,2023-01-01
EMP0391,STR041,Employee 391,Warehouse,30000,2023-01-01
EMP0392,STR042,Employee 392,HR,30000,2023-01-01
EMP0393,STR043,Employee 393,Finance,30000,2023-01-01
EMP0394,STR044,Employee 394,IT,30000,2023-01-01
EMP0395,STR045,Employee 395,Operations,30000,2023-01-01
EMP0396,STR046,Employee 396,Sales,30000,2023-01-01
EMP0397,STR047,Employee 397,Warehouse,30000,2023-01-01
EMP0398,STR048,Employee 398,HR,30000,2023-01-01
EMP0399,STR049,Employee 399,Finance,30000,2023-01-01
EMP0400,STR050,Employee 400,IT,30000,2023-01-01
EMP0401,STR001,Employee 401,Operations,30000,2023-01-01
EMP0402,STR002,Employee 402,Sales,30000,2023-01-01
EMP0403,STR003,Employee 403,Warehouse,30000,2023-01-01
EMP0404,STR004,Employee 404,HR,30000,2023-01-01
EMP0405,STR005,Employee 405,Finance,30000,2023-01-01
EMP0406,STR006,Employee 406,IT,30000,2023-01-01
EMP0407,STR007,Employee 407,Operations,30000,2023-01-01
EMP0408,STR008,Employee 408,Sales,30000,2023-01-01
EMP0409,STR009,Employee 409,Warehouse,30000,2023-01-01
EMP0410,STR010,Employee 410,HR,30000,2023-01-01
EMP0411,STR011,Employee 411,Finance,30000,2023-01-01
EMP0412,STR012,Employee 412,IT,30000,2023-01-01
EMP0413,STR013,Employee 413,Operations,30000,2023-01-01
EMP0414,STR014,Employee 414,Sales,30000,2023-01-01
EMP0415,STR015,Employee 415,Warehouse,30000,2023-01-01
EMP0416,STR016,Employee 416,HR,30000,2023-01-01
EMP0417,STR017,Employee 417,Finance,30000,2023-01-01
EMP0418,STR018,Employee 418,IT,30000,2023-01-01
EMP0419,STR019,Employee 419,Operations,30000,2023-01-01
EMP0420,STR020,Employee 420,Sales,30000,2023-01-01
EMP0421,STR021,Employee 421,Warehouse,30000,2023-01-01
EMP0422,STR022,Employee 422,HR,30000,2023-01-01
EMP0423,STR023,Employee 423,Finance,30000,2023-01-01
EMP0424,STR024,Employee 424,IT,30000,2023-01-01
EMP0425,STR025,Employee 425,Operations,30000,2023-01-01
EMP0426,STR026,Employee 426,Sales,30000,2023-01-01
EMP0427,STR027,Employee 427,Warehouse,30000,2023-01-01
EMP0428,STR028,Employee 428,HR,30000,2023-01-01
EMP0429,STR029,Employee 429,Finance,30000,2023-01-01
EMP0430,STR030,Employee 430,IT,30000,2023-01-01
EMP0431,STR031,Employee 431,Operations,30000,2023-01-01
EMP0432,STR032,Employee 432,Sales,30000,2023-01-01
EMP0433,STR033,Employee 433,Warehouse,30000,2023-01-01
EMP0434,STR034,Employee 434,HR,30000,2023-01-01
EMP0435,STR035,Employee 435,Finance,30000,2023-01-01
EMP0436,STR036,Employee 436,IT,30000,2023-01-01
EMP0437,STR037,Employee 437,Operations,30000,2023-01-01
EMP0438,STR038,Employee 438,Sales,30000,2023-01-01
EMP0439,STR039,Employee 439,Warehouse,30000,2023-01-01
EMP0440,STR040,Employee 440,HR,30000,2023-01-01
EMP0441,STR041,Employee 441,Finance,30000,2023-01-01
EMP0442,STR042,Employee 442,IT,30000,2023-01-01
EMP0443,STR043,Employee 443,Operations,30000,2023-01-01
EMP0444,STR044,Employee 444,Sales,30000,2023-01-01
EMP0445,STR045,Employee 445,Warehouse,30000,2023-01-01
EMP0446,STR046,Employee 446,HR,30000,2023-01-01
EMP0447,STR047,Employee 447,Finance,30000,2023-01-01
EMP0448,STR048,Employee 448,IT,30000,2023-01-01
EMP0449,STR049,Employee 449,Operations,30000,2023-01-01
EMP0450,STR050,Employee 450,Sales,30000,2023-01-01
EMP0451,STR001,Employee 451,Warehouse,30000,2023-01-01
EMP0452,STR002,Employee 452,HR,30000,2023-01-01
EMP0453,STR003,Employee 453,Finance,30000,2023-01-01
EMP0454,STR004,Employee 454,IT,30000,2023-01-01
EMP0455,STR005,Employee 455,Operations,30000,2023-01-01
EMP0456,STR006,Employee 456,Sales,30000,2023-01-01
EMP0457,STR007,Employee 457,Warehouse,30000,2023-01-01
EMP0458,STR008,Employee 458,HR,30000,2023-01-01
EMP0459,STR009,Employee 459,Finance,30000,2023-01-01
EMP0460,STR010,Employee 460,IT,30000,2023-01-01
EMP0461,STR011,Employee 461,Operations,30000,2023-01-01
EMP0462,STR012,Employee 462,Sales,30000,2023-01-01
EMP0463,STR013,Employee 463,Warehouse,30000,2023-01-01
EMP0464,STR014,Employee 464,HR,30000,2023-01-01
